都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,title,名称_カナ,種別,住所,方書,lat,lng,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,URL,備考
270008,,大阪府,,認定こども園ちとせ學院,ニンテイコドモエンチトセガクイン,,大阪府茨木市庄2-7-35,,34.824253,135.581329,,,072-626-2191,,,,(福)秀幸福祉会,,,,,,,,,,
270008,,大阪府,,天王こども園,テンノウコドモエン,,大阪府茨木市大正町3-16,,34.794376,135.560837,,,072-632-1500,,,,(福)天王福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園白川敬愛保育園,ニンテイコドモエンシラカワケイアイホイクエン,,大阪府茨木市白川2-13-25,,34.816761,135.600616,,,072-637-1313,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園こどもの園敬愛保育園,ニンテイコドモエンコドモノソノケイアイホイクエン,,大阪府茨木市中穂積3-1-22,,34.816006,135.555786,,,072-645-0005,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園おとのは学園,ニンテイコドモエンオトノハガクエン,,大阪府茨木市平田1-29-38,,34.803387,135.586075,,,072-637-1122,,,,(福)山善福祉会,,,,,,,,,,
270008,,大阪府,,たんぽぽ中条学園,タンポポチュウジョウガクエン,,大阪府茨木市東中条町8-6,,34.812992,135.569794,,,072-627-0555,,,,(福)つつみ会,,,,,,,,,,
270008,,大阪府,,認定こども園玉櫛たちばな保育園,ニンテイコドモエンタマクシタチバナホイクエン,,大阪府茨木市東奈良2-8-21,,34.802612,135.568634,,,072-632-5821,,,,(福)裕榮福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園郡山敬愛保育園,ニンテイコドモエンコオリヤマケイアイホイクエン,,大阪府茨木市新郡山2-2-20,,34.83107,135.544113,,,072-640-0202,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,松ヶ本認定こども園,マツガモトニンテイコドモエン,,大阪府茨木市松ヶ本町4-40,,34.813824,135.559586,,,072-626-1677,,,,(福)親和会,,,,,,,,,,
270008,,大阪府,,認定こども園豊原学園,ニンテイコドモエントヨハラガクエン,,大阪府茨木市豊原町14-14,,34.841724,135.546875,,,072-640-0017,,,,(福)山善福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園中穂積敬愛保育園,ニンテイコドモエンナカホヅミケイアイホイクエン,,大阪府茨木市中穂積1-2-31,,34.816982,135.55722,,,072-631-1818,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園くるみ敬愛保育園,ニンテイコドモエンクルミケイアイホイクエン,,大阪府茨木市沢良宜東町14-35,,34.797096,135.5728,,,072-630-1313,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園ちとせ學院Ｄｕｅ南茨木,ニンテイコドモエンチトセガクインドゥミナミイバラキ,,大阪府茨木市沢良宜西1-10-31,,34.799343,135.565048,,,072-638-9191,,,,(福)秀幸福祉会,,,,,,,,,,
270008,,大阪府,,たんぽぽｔｒｉａｎｇｌｅ学園,タンポポトライアングルガクエン,,大阪府茨木市玉櫛2-11-24,,34.801334,135.573318,,,072-646-8333,,,,(福)つつみ会,,,,,,,,,,
270008,,大阪府,,認定こども園　東さくら保育園,ニンテイコドモエン　ヒガシサクラホイクエン,,大阪府茨木市桑田町24-18,,34.809887,135.586639,,,072-632-4807,,,,(福)育成福祉会,,,,,,,,,,
270008,,大阪府,,山手台保育園,ヤマテダイホイクエン,,大阪府茨木市山手台3-28-23,,34.860973,135.55545,,,072-649-0874,,,,(福)晴誉会,,,,,,,,,,
270008,,大阪府,,彩都保育園,サイトホイクエン,,大阪府茨木市彩都あさぎ5-12-2,,34.849804,135.527222,,,072-641-8645,,,,(福)晴誉会,,,,,,,,,,
270008,,大阪府,,認定こども園　いぶきの丘学園,ニンテイコドモエン　イブキノオカガクエン,,大阪府茨木市東太田1-4-10,,34.83585,135.578308,,,072-626-0088,,,,(福)山善福祉会,,,,,,,,,,
270008,,大阪府,,あいの三島こども園,アイノミシマコドモエン,,大阪府茨木市三島町2-28,,34.830376,135.579376,,,072-622-2095,,,,(福)藍野福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園　ちとせ學院　めぐみの森,ニンテイコドモエンチトセガクインメグミノモリ,,大阪府茨木市戸伏13-35,,34.822002,135.578568,,,072-626-1606,,,,(福)秀幸福祉会,,,,,,,,,,
270008,,大阪府,,花たちばな認定こども園,ハナタチバナニンテイコドモエン,,大阪府茨木市稲葉町16-14,,34.810749,135.576996,,,072-665-6500,,,,(福)裕榮福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園　いばらき大谷学園,ニンテイコドモエンイバラキオオタニガクエン,,大阪府茨木市別院町3-31,,34.817715,135.574326,,,072-624-0203,,,,(宗)茨木別院,,,,,,,,,,
270008,,大阪府,,茨木市立　認定こども園茨木幼稚園,イバラキシリツニンテイコドモエンイバラキヨウチエン,,大阪府茨木市片桐町6-25,,34.820446,135.570236,,,072-622-2766,,,,茨木市,,,,,,,,,,
270008,,大阪府,,茨木市立　認定こども園福井幼稚園,イバラキシリツニンテイコドモエンフクイヨウチエン,,大阪府茨木市太田2-9-23,,34.842701,135.575821,,,072-626-4015,,,,茨木市,,,,,,,,,,
270008,,大阪府,,茨木市立　認定こども園西幼稚園,イバラキシリツニンテイコドモエンニシヨウチエン,,大阪府茨木市上穂積2-12-13,,34.824955,135.560089,,,072-622-5115,,,,茨木市,,,,,,,,,,
270008,,大阪府,,茨木市立　認定こども園太田幼稚園,イバラキシリツニンテイコドモエンオオタヨウチエン,,大阪府茨木市東福井2-2-32,,34.844997,135.553802,,,072-643-5160,,,,茨木市,,,,,,,,,,
270008,,大阪府,,茨木市立　認定こども園水尾幼稚園,イバラキシリツニンテイコドモエンミズオヨウチエン,,大阪府茨木市真砂2-3-2,,34.80088,135.579178,,,072-635-0590,,,,茨木市,,,,,,,,,,
270008,,大阪府,,泉佐野市立さくらこども園,イズミサノシリツサクラコドモエン,,大阪府泉佐野市旭町4-6,,34.413288,135.322403,,,072-462-2913,,,,泉佐野市,,,,,,,,,,
270008,,大阪府,,泉佐野市立のぞみこども園,イズミサノシリツノゾミコドモエン,,大阪府泉佐野市上瓦屋583-1,,34.415199,135.337402,,,072-468-8005,,,,泉佐野市,,,,,,,,,,
270008,,大阪府,,泉佐野市立はるかこども園,イズミサノシリツハルカコドモ,,大阪府泉佐野市長滝1028,,34.380859,135.318649,,,072-468-8170,,,,泉佐野市,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園泉ヶ丘保育園,ヨウホレンケイガタニンテイコドモエン　イズミガオカホイクエン,,大阪府泉佐野市鶴原935-3,,34.41906,135.347229,,,072-463-0041,,,,(福)泉ヶ丘福祉会,,,,,,,,,,
270008,,大阪府,,こども園つばさ,コドモエンツバサ,,大阪府泉佐野市笠松1-2-18,,34.410946,135.309464,,,072-463-3713,,,,(福)杉の子会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園すえひろこども園,ヨウホレンケイガタニンテイコドモエンスエヒロコドモエン,,大阪府泉佐野市東羽倉崎町9-14,,34.401428,135.303406,,,072-466-0300,,,,(福)幸楽会,,,,,,,,,,
270008,,大阪府,,認定こども園なかよし保育園,ニンテイコドモエン　ナカヨシホイクエン,,大阪府泉佐野市中庄831-5,,34.413738,135.329147,,,072-464-5010,,,,(福)日新親友会,,,,,,,,,,
270008,,大阪府,,認定こども園下瓦屋保育園,ニンテイコドモエン　シモカワラヤホイクエン,,大阪府泉佐野市上瓦屋610-1,,34.418598,135.340561,,,072-463-3359,,,,(福)常茂恵会,,,,,,,,,,
270008,,大阪府,,こども園杉の子,コドモエンスギノコ,,大阪府泉佐野市鶴原1757,,34.425835,135.338608,,,072-464-0379,,,,(福)杉の子会,,,,,,,,,,
270008,,大阪府,,認定こども園上之郷保育園,ニンテイコドモエン　カミノゴウホイクエン,,大阪府泉佐野市上之郷1651-1,,34.374931,135.327423,,,072-467-0793,,,,(福)光会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園こだまこども園,ヨウホレンケイガタニンテイコドモエンコダマコドモエン,,大阪府泉佐野市羽倉崎4-2-32,,34.403732,135.296402,,,072-464-2598,,,,(福)幸楽会,,,,,,,,,,
270008,,大阪府,,認定こども園　泉佐野ルーテル保育園,ニンテイコドモエン　イズミサノルーテルホイクエン,,大阪府泉佐野市湊3-13-11,,34.420071,135.321838,,,072-463-1436,,,,(福)泉佐野ルーテル福祉会,,,,,,,,,,
270008,,大阪府,,あおいこども園,アオイコドモエン,,大阪府泉佐野市長滝4067,,34.396221,135.317062,,,072-464-3466,,,,(福)あおい会,,,,,,,,,,
270008,,大阪府,,ひねのこども園,ヒネノコドモエン,,大阪府泉佐野市日根野7277,,34.388889,135.335052,,,072-468-0345,,,,(福)日根野福祉会,,,,,,,,,,
270008,,大阪府,,ひかりこども園,ヒカリコドモエン,,大阪府泉佐野市南中樫井1065,,34.38533,135.292282,,,072-465-1447,,,,(福)みやび,,,,,,,,,,
270008,,大阪府,,清和こども園,セイワコドモエン,,大阪府泉佐野市高松東1-10-16,,34.408001,135.317413,,,072-462-0972,,,,(福)清和会,,,,,,,,,,
270008,,大阪府,,認定こども園勝山愛和青葉台幼稚園,ニンテイコドモエン　カツヤマアイワアオバダイヨウチエン,,大阪府河内長野市南青葉台1-1,,34.418026,135.568802,,,0721-65-1378,,,,(学)大阪聖徳学園,,,,,,,,,,
270008,,大阪府,,認定こども園奈良佐保短期大学附属河内長野幼稚園,ニンテイコドモエン　ナラサホタンキダイガクフゾクカワチナガノヨウチエン,,大阪府河内長野市大矢船中町10-1,,34.420238,135.560577,,,0721-64-8740,,,,(学)佐保会学園,,,,,,,,,,
270008,,大阪府,,認定こども園長野台幼稚園,ニンテイコドモエン　ナガノダイヨウチエン,,大阪府河内長野市緑ｹ丘中町8-8,,34.447514,135.541916,,,0721-54-3211,,,,(学)安本学園,,,,,,,,,,
270008,,大阪府,,認定こども園えぴーく幼稚園,ニンテイコドモエン　エピークヨウチエン,,大阪府河内長野市美加の台2-28-1,,34.428059,135.58136,,,0721-63-2351,,,,(学)安本学園,,,,,,,,,,
270008,,大阪府,,認定こども園ひなぎく幼稚園,ニンテイコドモエン　ヒナギクヨウチエン,,大阪府河内長野市木戸1-5-8,,34.468884,135.566956,,,0721-52-3214,,,,(学)大西学園,,,,,,,,,,
270008,,大阪府,,認定こども園大阪千代田短期大学附属幼稚園,ニンテイコドモエンオオサカチヨダタンキダイガクフゾクヨウチエン,,大阪府河内長野市楠町西1090,,34.471203,135.560043,,,0721-53-5283,,,,(学)千代田学園,,,,,,,,,,
270008,,大阪府,,認定こども園おしお幼稚園,ニンテイコドモエンオシオヨウチエン,,大阪府河内長野市南花台1-27-1,,34.433739,135.559006,,,0721-64-1122,,,,(学)道輝学園,,,,,,,,,,
270008,,大阪府,,認定こども園くすのき幼稚園,ニンテイコドモエンクスノキヨウチエン,,大阪府河内長野市末広町623-23   ,,34.444729,135.57814,,,0721-65-1167,,,,(学)城地学園,,,,,,,,,,
270008,,大阪府,,認定こども園清教学園幼稚園,ニンテイコドモエンセイキョウガクエンヨウチエン,,大阪府河内長野市西代町9-11,,34.453934,135.567917,,,0721-53-3917,,,,(学)清教学園,,,,,,,,,,
270008,,大阪府,,認定こども園長野こども学園,ニンテイコドモエンナガノコドモガクエン,,大阪府河内長野市古野町2-14,,34.454647,135.570496,,,0721-52-5917,,,,(福)長野社会福祉事業財団,,,,,,,,,,
270008,,大阪府,,認定こども園天野山保育園,ニンテイコドモエンアマノサンホイクエン,,大阪府河内長野市天野町295-1,,34.437176,135.535416,,,0721-52-5819,,,,(福)天野山保育園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園宮前つばさ幼稚園,ヨウホレンケイガタニンテイコドモエン　ミヤマエツバサヨウチエン,,大阪府松原市上田6-10-24,,34.571529,135.560364,,,072-337-0283,,,,(福)博光福祉会,,,,,,,,,,
270008,,大阪府,,幼稚園型認定こども園　松原ひかり幼稚園,ヨウチエンガタニンテイコドモエンマツバラヒカリヨウチエン,,大阪府松原市阿保3-16-41,,34.579979,135.55455,,,072-332-1648,,,,(学)松原学園,,,,,,,,,,
270008,,大阪府,,認定こども園住道こども園,ニンテイコドモエン　スミノドウコドモエン,,大阪府大東市三住町11-21,,34.70908,135.624725,,,072-872-4218,,,,(福)住道学園,,,,,,,,,,
270008,,大阪府,,認定こども園大東わかば保育園,ニンテイコドモエン　ダイトウワカバホイクエン,,大阪府大東市北条1-21-36,,34.723106,135.641769,,,072-878-4121,,,,(福)弘法会,,,,,,,,,,
270008,,大阪府,,若竹こども園,ワカタケコドモエン,,大阪府大東市深野5-7-27,,34.713703,135.637482,,,072-874-2930,,,,(福)大東若竹会,,,,,,,,,,
270008,,大阪府,,認定こども園　秀英幼稚園,ニンテイコドモエン　シュウエイヨウチエン,,大阪府大東市深野3-1-12,,34.718384,135.635468,,,072ｰ874-4403,,,,(学)大東若竹学園,,,,,,,,,,
270008,,大阪府,,あすなろこども園,アスナロコドモエン,,大阪府大東市扇町9-8,,34.702522,135.622192,,,072-873-2241,,,,(福)愛育会,,,,,,,,,,
270008,,大阪府,,あすなろこども園分園,アスナロコドモエン　ブンエン,,大阪府大東市末広町11-6,,34.703876,135.621262,,,072-870-1515,,,,(福)愛育会,,,,,,,,,,
270008,,大阪府,,認定こども園　聖心保育園,ニンテイコドモエン　セイシンホイクエン,,大阪府大東市太子田2-14-15,,34.705601,135.608078,,,072-874-2371,,,,(福)聖心会,,,,,,,,,,
270008,,大阪府,,認定こども園　第２聖心保育園,ニンテイコドモエン　ダイニセイシンホイクエン,,大阪府大東市寺川1-20-1,,34.708885,135.64415,,,072-874-0981,,,,(福)聖心会,,,,,,,,,,
270008,,大阪府,,みのりこども園,ミノリコドモエン,,大阪府大東市津の辺町4-11,,34.725445,135.633713,,,072-879-2777,,,,(福)楠会,,,,,,,,,,
270008,,大阪府,,認定こども園　大東つくし保育園,ニンテイコドモエン　ダイトウツクシホイクエン,,大阪府大東市諸福6-3-33,,34.702637,135.59787,,,072-873-9817,,,,(福)つくし会,,,,,,,,,,
270008,,大阪府,,認定こども園　四条保育園,ニンテイコドモエン　シジョウホイクエン,,大阪府大東市北条1-8-48,,34.720009,135.640625,,,072-879-4158,,,,(福)葵福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園　上三箇保育園,ニンテイコドモエン　カミサンガホイクエン,,大阪府大東市三箇1-13-13,,34.717571,135.6259,,,072-872-4296,,,,(福)寝屋川福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園　ひとつぶ保育園,ニンテイコドモエン　ヒトツブホイクエン,,大阪府大東市深野4-3-4,,34.716434,135.634003,,,072-872-0603,,,,(福)一粒福祉会,,,,,,,,,,
270008,,大阪府,,幼稚園型認定こども園　愛真幼稚園,ヨウチエンガタニンテイコドモエン　アイシンヨウチエン,,大阪府大東市西楠の里町15-1,,34.72578,135.632339,,,072-877-0164,,,,(学)大東学園,,,,,,,,,,
270008,,大阪府,,認定こども園　朋来幼稚園,ニンテイコドモエン　ホウライヨウチエン,,大阪府大東市朋来2-14-5,,34.698086,135.613861,,,072-872-0337,,,,(学)同住学園,,,,,,,,,,
270008,,大阪府,,認定こども園  あいしゅう幼稚園,ニンテイコドモエンアイシュウヨウチエン,,大阪府和泉市王子町1118-59,,34.499756,135.447495,,,0725-41-1943,,,,(学)愛集学園,,,,,,,,,,
270008,,大阪府,,認定こども園  Ｋｉｄｓまゆみ,ニンテイコドモエンキッズマユミ,,大阪府和泉市黒鳥町1-5-3,,34.489265,135.435425,,,0725-45-8030,,,,(福)慈泉福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園  上代幼稚園,ニンテイコドモエンウエダイヨウチエン,,大阪府和泉市上代町138-3,,34.510044,135.461395,,,0725-41-2153,,,,(学)福原学園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　信太保育園,ヨウホレンケイガタニンテイコドモエンシノダホイクエン,,大阪府和泉市尾井町2-7-4,,34.50502,135.443832,,,0725-46-0471,,,,(福)泉州三和会,,,,,,,,,,
270008,,大阪府,,認定こども園　新光明池幼稚園,ニンテイコドモエンシンコウミョウイケヨウチエン,,大阪府和泉市伏屋町3-5-22,,34.476059,135.471191,,,0725-55-2199,,,,(学)共立学園,,,,,,,,,,
270008,,大阪府,,認定こども園　いぶきの Pre School,ニンテイコドモエンイブキノプリスクール,,大阪府和泉市いぶき野5-5-5,,34.460011,135.459229,,,0725-50-4000,,,,(福)和泉福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園　横山きのみ保育園,ニンテイコドモエンヨコヤマキノミホイクエン,,大阪府和泉市仏並町358-11,,34.421833,135.486328,,,0725-90-2501,,,,(福)童夢創成館,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　池上わかばこども園,ヨウホレンケイガタニンテイコドモエンイケガミワカバコドモエン,,大阪府和泉市池上町3-14-55,,34.502613,135.429504,,,0725-41-1441,,,,(福)誠心福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園　ひかり　Green Well,ニンテイコドモエンヒカリグリーンウェル,,大阪府和泉市光明台3-3-1,,34.454464,135.488922,,,0725-56-2002,,,,(福)和泉福祉会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　すいせん保育園,ヨウホレンケイガタニンテイコドモエンスイセンホイクエン,,大阪府和泉市今福町2-1-1,,34.474049,135.426025,,,0725-44-0055,,,,(福)清真会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　はつがの国際こども園,ヨウホレンケイガタニンテイコドモエンハツガノコクサイコドモエン,,大阪府和泉市はつが野5-12-1,,34.438103,135.463501,,,0725-90-6788,,,,(福)遺徳会,,,,,,,,,,
270008,,大阪府,,認定こども園　和泉チャイルド幼稚園,ニンテイコドモエンイズミチャイルドヨウチエン,,大阪府和泉市王寺町2-1-52,,34.499973,135.44458,,,0725-41-2996,,,,(学)浩陽学園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　てらかど保育園,ヨウホレンケイガタニンテイコドモエンテラカドホイクエン,,大阪府和泉市寺門町2-7-5,,34.473717,135.434952,,,0725-41-3337,,,,(福)いずみひばり会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　クレアール保育園,ヨウホレンケイガタニンテイコドモエンクレアールホイクエン,,大阪府和泉市いぶき野5-3-7,,34.458313,135.455078,,,0725-58-1555,,,,(福)いずみひばり会,,,,,,,,,,
270008,,大阪府,,認定こども園　さいわいこども園,ニンテイコドモエンサイワイコドモエン,,大阪府和泉市幸2-7-44,,34.500565,135.437149,,,0725-41-1385,,,,(福)和泉幸生会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　たつのおか保育園,ヨウホレンケイガタニンテイコドモエンタツノオカホイクエン,,大阪府和泉市三林町1273-2,,34.452389,135.472687,,,0725-57-2227,,,,(福)いずみひばり会,,,,,,,,,,
270008,,大阪府,,認定こども園　光明台幼稚園,ニンテイコドモエンコウミョウダイヨウチエン,,大阪府和泉市光明台3-6-1,,34.453526,135.489365,,,0725-56-2661,,,,(学)ルンビニ学園,,,,,,,,,,
270008,,大阪府,,認定こども園　和泉中央みのり園,ニンテイコドモエンイズミチュウオウミノリエン,,大阪府和泉市池田下町150,,34.475899,135.455109,,,0725-56-2300,,,,(福)伸和会,,,,,,,,,,
270008,,大阪府,,みすず学園森町こども園,ミスズガクエンシンマチコドモエン,,大阪府箕面市森町中1-23-11,,34.886486,135.460159,,,072-743-9001,,,,(福)みすず学園福祉会,,,,,,,,,,
270008,,大阪府,,こども園　アサンプション国際幼稚園,コドモエンアサンプションコクサイヨウチエン,,大阪府箕面市如意谷1-10-11,,34.835705,135.479782,,,072-722-3933,,,,(学)聖母被昇天学院,,,,,,,,,,
270008,,大阪府,,認定こども園　牧落幼稚園,ニンテイコドモエンマキオチヨウチエン,,大阪府箕面市牧落2-12-41,,34.821861,135.468033,,,072-722-2855,,,,(学)牧落八幡学園,,,,,,,,,,
270008,,大阪府,,認定こども園　ひじりひがし幼稚園,ニンテイコドモエンヒジリヒガシヨウチエン,,大阪府箕面市粟生間谷西1-7-1,,34.842049,135.513321,,,072-729-1566,,,,(学)ひじり学園,,,,,,,,,,
270008,,大阪府,,幼稚園型認定こども園　箕面学園附属幼稚園,ヨウチエンガタニンテイコドモエンミノオガクエンフゾクヨウチエン,,大阪府箕面市箕面7-7-31,,34.83416,135.463684,,,072-723-6566,,,,(学)箕面学園,,,,,,,,,,
270008,,大阪府,,幼稚園型認定こども園　粟生幼稚園,ヨウチエンガタニンテイコドモエンアオヨウチエン,,大阪府箕面市粟生間谷東5-30-19,,34.848694,135.516022,,,072-729-4192,,,,(学)法泉寺学園,,,,,,,,,,
270008,,大阪府,,認定こども園　関西女子短期大学附属幼稚園,ニンテイコドモエンカンサイジョシタンキダイガクフゾクヨウチエン,,大阪府柏原市旭ヶ丘3-11-1,,34.559875,135.636398,,,072-977-0602,,,,(学)玉手山学園,,,,,,,,,,
270008,,大阪府,,羽曳野市立こども未来館たかわし,ハビキノシリツコドモミライカンタカワシ,,大阪府羽曳野市恵我之荘2-10-13,,34.575764,135.577362,,,072-955-0730,,,,羽曳野市,,,,,,,,,,
270008,,大阪府,,認定こども園高屋保育学園,ニンテイコドモエンタカヤホイクガクエン,,大阪府羽曳野市古市7-4-1,,34.546085,135.608627,,,072-957-1234,,,,(福)高屋福祉会,,,,,,,,,,
270008,,大阪府,,さかとがはらこども園,サカトガハラコドモエン,,大阪府羽曳野市東阪田264,,34.529858,135.611679,,,072-956-6246,,,,(福)坂門ヶ原福祉会,,,,,,,,,,
270008,,大阪府,,明の守ようきこども園,アキノモリヨウキコドモエン,,大阪府羽曳野市島泉9-18-20,,34.575016,135.582733,,,072-954-9630,,,,(福)陽気福祉会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園門真市立砂子みなみこども園,ヨウホレンケイガタニンテイコドモエンカドマシリツスナゴミナミコドモエン,,大阪府門真市千石西町10-8,,34.725075,135.606003,,,072-882-0668,,,,門真市,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園おおわだ保育園,ヨウホレンケイガタニンテイコドモエンオオワダホイクエン,,大阪府門真市野里町41-39,,34.739098,135.604034,,,072-882-3255,,,,(福)友愛福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園まことしょうじこども園,ニンテイコドモエンマコトショウジコドモエン,,大阪府門真市小路町7-34,,34.740097,135.580734,,,06-6908-5959,,,,(福)まこと鳴滝会,,,,,,,,,,
270008,,大阪府,,柳町園,ヤナギマチエン,,大阪府門真市柳町14-10,,34.736179,135.588211,,,06-6908-1010,,,,(福)小百合苑,,,,,,,,,,
270008,,大阪府,,古川園,フルカワエン,,大阪府門真市古川町7-3,,34.742031,135.597763,,,06-6908-4529,,,,(福)小百合苑,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園三ツ島保育園,ヨウホレンケイガタニンテイコドモエンミツシマホイクエン,,大阪府門真市三ﾂ島6-25-1,,34.718445,135.606613,,,072-887-5575,,,,(福)向日葵福祉会,,,,,,,,,,
270008,,大阪府,,ファースト保育園,ファーストホイクエン,,大阪府門真市大池町22-24,,34.737968,135.602066,,,072-881-0653,,,,(福)向日葵福祉会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園たちばな幼稚園,ヨウホレンケイガタニンテイコドモエンタチバナヨウチエン,,大阪府門真市柳田町6-2,,34.732361,135.59259,,,06-6908-9250,,,,(学)邨橋学園,,,,,,,,,,
270008,,大阪府,,認定こども園ふじ幼稚園,ニンテイコドモエンフジヨウチエン,,大阪府門真市泉町3-20,,34.742851,135.58429,,,06-6901-0600,,,,(学)東口学園,,,,,,,,,,
